,title,health,ingredients,weight,price,image
148,Root Therapy Tea Blend,"Improves sleep disorders and memory, Eases heart burn, Prevents stomach disorders, Promotes relaxation, lowers blood pressure.","Valerian Root, Licorice Root, Gingko Biloba","Tea Pouch, 50 gms = 25 cups","Rs.1,050",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD79_1000x.png?v=1573888569
149,"Kiss of Mint loose leaf tea blend pouch, 200G","Improves brain function, Dental health, Aids weight loss, Prevents nausea, Relieves motion sickness, Good for skin, Hair, Digestion.","Chunmee Green Tea, Peppermint, Ginger mint",200 gms | 200 cups,"Rs.1,549",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD_64_1000x.jpg?v=1581336480
150,The Great Green Rooibos Tea Blend,"Packed with anti-oxidants, Aids weight loss, Promotes skin care, Improves digestion, Good for heart, Reduces hypertension, Anti-aging.","Organic Green Rooibos, Cinnamon, Kaffir Lime Leaf",150 gms | 150 cups,"Rs.1,359",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD85_2_1000x.jpg?v=1630316644
151,"Chinese Huo Shan Huang Ya - Argent Yellow Loose Leaf Tea Tin, 100G","Rich in anti-oxidants, Helps fight cancer, Lowers risk of brain stroke.",Whole leaves Yellow Tea,100 gms | 100 cups,"Rs.1,949",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/YT02_1000x.jpg?v=1581403003
152,Chanxin Jasmine Tea,"Enhances mood, Aids longevity, Memory learning, weight loss, Skin protection, Controls cholesterol and diabetes, Aids stress relief.",Whole leaves Jasmine Tea,50 gms | 100 cups,"Rs.2,599",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC09869_1000x.jpg?v=1633932041
153,"Organic Sencha, 50g","High in anti-oxidants, Helps fight cancer, Lowers cholesterol, Helps in weight loss, Good for the heart, Rich in Vitamin C.",Whole leave green tea,50 gms | 50 cups,"Rs.2,299",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT63_9c1a79ad-2fac-4c54-9b77-596f8ca0fdf3_1000x.jpg?v=1612438190
154,"Gaba Oolong Tea, 75G",May Help Manage Stress May Help You Loose Weight May Help Prevent Diabetes May Improve Heart Health May Improve Brain Function May Protect Against Certain Cancers Promotes Tooth and Bone Strength May Help Lower Cholesterol,Whole leaves Oolong Tea,75 gms = 99 cups,"Rs.2,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/OT15_1000x.jpg?v=1617854294
155,"Shanlinxi High Mountain, 50G",May Help Manage Stress May Help You Loose Weight May Help Prevent Diabetes May Improve Heart Health May Improve Brain Function May Protect Against Certain Cancers Promotes Tooth and Bone Strength May Help Lower Cholesterol,Whole leaves Oolong Tea,50 gms = 100 cups,"Rs.2,799",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/OT10-1_1000x.jpg?v=1617856446
156,"Eastern Beauty, 75G",May Help Manage Stress May Help You Loose Weight May Help Prevent Diabetes May Improve Heart Health May Improve Brain Function May Protect Against Certain Cancers Promotes Tooth and Bone Strength May Help Lower Cholesterol,Whole leaves Oolong Tea,75 gms = 99 cups,"Rs.1,539",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/OT04_1000x.jpg?v=1617854586
157,"The Floral Clique Blooming Tea, 10pcs","Exquisite green tea leaves and pearls of 2 Globe Amaranth, 2 Jasmine and 2 Marigold flowers are tightly knit to bloom into an enchanting beauty. As the spectacular fragrances of Marigold and Jasmine refresh your senses, Gomphrena Globosa, balances and refreshes your mind with its soothing floral aroma.Our Jasmine, Marigold, and Globe Amaranth blooms are delicately hand woven with care, and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste NotesA luxurious tea with lush floral fragrances and mellow vegetal undertones.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs= 30 Cups of teaWe recommend returning to any used tea leaves within the day.Good for digestion Eyes, Relieves stress, Lowers cholesterol level, Packed with anti-oxidants.",2 marigolds+ 2 jasmines + 2 Gomphrena globosa,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_20_1000x.jpg?v=1615446981
158,"Organic Darjeeling TGBOP 2nd Flush Loose Leaf Black Tea Tin, 150G","Good for heart health, Bones, Weight loss, Dental health, Packed with anti-oxidants.",Whole leaves Black Tea,150 gms | 150 cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT32-2_1000x.jpg?v=1623665152
159,Green Matcha Tea Set,,,Green,"Rs.9,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/MTS01-1_1000x.jpg?v=1562938183
160,"Bulgarian Ink Rose Flower Tea Pouch, 100G","Eases menstrual cramps, Rich source of Vitamin C, Prevents cardiovascular diseases and osteoporosis, Gives radiant skin and slows down aging, Promotes relaxation.",Whole Flowers,100 gms | 66 cups,"Rs.1,849",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/FT04_1f30530f-e078-4ba0-8641-1c0b4b1ac8df_1000x.jpg?v=1581147050
161,Tea Spa Tea Blend,"Prevents respiratory, Digestive issues, Bad breath, Boosts immune system, Aids weight loss, Reduces nausea, Detoxifies the body, Promotes relaxation, Anti-depressant.","French Lavender buds, Ginger mint and Peppermint
Taste Notes
Minty and refreshing
Best Time
Anytime","Tea Pouch, 50 gms = 50 cups",Rs.550,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD08_1000x.png?v=1573886619
162,"Darjeeling AV2 Clonal - Argent Loose Leaf Black Tea Tin, 100G","Packed with anti-oxidants, Good for cholesterol Heart health, Weight loss, Stress relief.",Whole leaves Black Tea,100 gms | 100 cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT13-1_1000x.jpg?v=1624352928
163,"Chaoquing, 200g","Prevents cancer, Good for teeth and skin, Aids digestion, Lowers blood pressure.",Whole leave green tea,200 gms= 200 cups,Rs.999,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT31_83d0e228-a017-419b-bfc6-033a0713cc17_1000x.jpg?v=1612430645
164,Joyful Brews,,,Tea Care Package,"Rs.3,249",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Box_16_1000x.jpg?v=1617893613
165,You Are Special,,,Gift Box,"Rs.2,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Box8_1_1_1000x.jpg?v=1611810914
166,"Six Mini TDT’s Famous Green Teas, 6x25g",,,25g x 6 Teas,"Rs.2,104",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Set_of_6_Green_Tea_1000x.jpg?v=1580905556
167,"Three Mini Exotic Organic Japanese Green Teas, 3x25g",,,25g x 3 Teas,"Rs.2,147",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT56_68_60_1000x.jpg?v=1580899393
168,Piaoxue Mountain Jasmine Tea,"Relieves stress, Aids life longevity, Memory and controls cholesterol blood-glucose level, Has calming effect.",Whole leaves Jasmine Tea,75 gms | 99 cups,"Rs.1,749",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC09867_1000x.jpg?v=1633932739
169,"Cloudy Fragrance, 200g","Packed with anti-oxidants, Good for weight loss, Anti-aging, Detox, Cholesterol control, Dental health, Lowering blood pressure.",Whole leave green tea,200 gms | 200 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT48_cb510199-0705-4e35-b746-8e79db549330_1000x.jpg?v=1612435199
170,"Huangshan Maofeng, 100g","Stimulates the nervous system, Lowers blood pressure, Helps to reduce weight, Anti-aging, Improves brain function",Whole leave green tea,100 gms= 100 cups,"Rs.1,799",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT12_58118543-0192-4e9e-8b41-77d685b05f25_1000x.jpg?v=1612774399
171,"Spring Huangshan Maofeng, 75g","Stimulates the nervous system,, Lowers blood pressure, Helps to reduce weight, Anti-aging, Improves brain function",Whole leave green tea,75gms = 75 cups,"Rs.1,899",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/6_1000x.jpg?v=1615297629
172,"Dragonwell, 75g","Packed with anti-oxidants, Lowers cholesterol, Prevents blood pressure, Aids weight loss, Good for cardiovascular health, Energizer, Anti-bacterial in nature",Whole leave green tea,75 gms= 75 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT04_1000x.jpg?v=1612771839
173,"Eastern Beauty, 50G",May Help Manage Stress May Help You Loose Weight May Help Prevent Diabetes May Improve Heart Health May Improve Brain Function May Protect Against Certain Cancers Promotes Tooth and Bone Strength May Help Lower Cholesterol,Whole leaves Oolong Tea,50 gms = 83 cups,"Rs.2,879",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/OT05_1000x.jpg?v=1622539530
174,"Carnation Crown Blooming Tea, 10pcs","Known to be incarnated as the ‘Flower of Gods, a blooming Carnation tea is nothing short of an enthralling delight. Grown in a range of fresh colours, this majestic flower infuses mild hues into your glass while offering soothing refreshment to your skin and detoxifying the body. Fine green tea leaves are intricately wrapped with 1 Carnation flower in this tea.Our elite Carnation flower is delicately hand woven with care, and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste NotesProminent floral notes with a hint of spice.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs = 30 Cups of teaWe recommend returning to any used tea leaves within the day.Relieves stress, Depression, Prevents nausea and skin aging, Good for stomach.",1 Carnation,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_10_274117c8-35cd-49c8-bce1-55b223d0b652_1000x.jpg?v=1615894815
175,Organic Darjeeling TGBOP 1st Flush Loose Leaf Black Tea,"Good for heart health, Bones, Weight loss, Dental health, Packed with anti-oxidants.",Whole leaves Black Tea,150 gms | 150 cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT31-1_1000x.jpg?v=1624352958
176,"Organic Soul of Darjeeling TGBOP 2nd Flush loose Leaf Black Tea pouch, 150G","Ideal for detox, Weight loss, Packed with anti-oxidants, Improves liver health, Good for heart, Stress relief, cholesterol control.",Whole leaves Black Tea,150 gms | 150 cups,"Rs.1,449",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT25_B_-2_1000x.jpg?v=1623664886
177,"Indian Moringa Powder Herbal Tea Tin, 200G","Loaded with anti-oxidants, It boosts energy levels, Builds bodys defence mechanism, Controls hormonal imbalance, Mood swings and aids digestion.",Whole leaves Herbal Tea,200 gms | 68 cups,Rs.849,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/HT08_f9b0a2e5-f015-4475-8e5f-5f1c8135471a_1000x.jpg?v=1581415360
178,"Chinese Cyclocarya Paliurus Herbal Loose Leaf Tea Pouch, 100G","Regulates blood sugar, Controls hypertension and cholesterol, Aids anti-aging and rich in antioxidants.",Whole leaves Herbal Tea,100 gms | 168 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/HT01_1000x.jpg?v=1581147659
179,"Lets Lift Iced Tea tin, 30 pcs","The blend is packed with Vitamin C and must be consumed regularly for good health.  Reduces bad cholesterol,... 
                More Details","Hibiscus, Orange Peel and Rosehip.",30 pcs | 30 cups,"Rs.1,148",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-04-2_1000x.jpg?v=1640179221
180,White Lavender Paradise,"Packed with anti-oxidants, Removes toxins, Promotes relaxation, Digestive care, Detoxifies the body.","Organic White Bai Mudan leaves, French Lavender buds, Lavender leaves","Tea Tin, 50gms = 50 cups",Rs.999,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WhiteLavenderparadise_1000x.jpg?v=1597053196
181,The Real Go-getter,,,,"Rs.2,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Tea_Care_3_1000x.jpg?v=1626066276
182,Romantic Tea Care,,,Tea Care Packages,"Rs.3,357",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/13_d6b45b84-6ca1-4dd9-94a0-d86e7b7db390_1000x.jpg?v=1581597782
183,"Six Mini TDT’s Oolong Teas, 6x25g",,,,"Rs.2,844",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Set_6_Oolong_Tea_1000x.jpg?v=1580904284
184,Delicious Red Rooibos Herbal Tea + Let's Snuggle Tin,"Packed with anti-oxidants, Anti-aging properties, Improves cholesterol, Weight loss, Reduces hypertension.",,15 gms | 1 Mini Tin,Rs.459,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Lets_Snuggle-2_e5a43359-a157-4e5a-b24d-c369899914ca_1000x.jpg?v=1575094679
185,Chinese Menghai  Raw  Cake (150 gms),"Refreshing, Cleanses the toxins, Perfect coolant for summer, Aids weight loss, detoxes system and improves digestion.",Whole leaves Pu'er Tea,150 gms | 200 Cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT-20_1000x.jpg?v=1562843989
186,The Indian Treasure Tea Blend,"Good for heart, Stress relief, Weight loss, Relaxation, Lowers cholesterol.","Organic Pride of Darjeeling Black Tea FTGFOP- 1 First Flush- Platine , Saffron","Tea Pouch, 50 gms = 83 cups","Rs.3,200",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD31_1000x.png?v=1573887512
187,White Long Bud Silver Needle Jasmine Tea ,"Packed with anti-oxidants, Lowers cholesterol, Enhances mood, Relieves stress, Boosts immunity, Has calming effect.",Whole leaves Jasmine Tea,50 gms | 50 cups,"Rs.2,399",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC09878_1000x.jpg?v=1633932947
188,"Fujian Silver Needle Small Bud, 50g","Packed with anti-oxidants, boosts immunity, Weight loss, Relaxation, Aids digestion.",Whole leaves White Tea,50 gms | 50 cups,"Rs.1,299",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT08_A_1000x.jpg?v=1618036962
189,"Mei Jia Wu Dragonwell, 75g","Packed with anti-oxidants, Good for weight loss, Anti-aging, Detox, Cholesterol control, Dental health, Lowering blood pressure.",Whole leave green tea,75 gms | 99 cups,"Rs.1,499",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/8_1000x.jpg?v=1615297549
190,"Liu An Gua Pian, 50g","Packed with anti-oxidants, Lowers cholesterol, Strengthens immune system, Reduces stress, Contains anti-aging properties",Whole leave green tea,50 gms = 66 cups,"Rs.1,899",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/7_1000x.jpg?v=1615297586
191,"Tai Ping Hou Kui, 50g","Controls cholesterol, Relaxant, Quenches thirst, Prevents tooth decay, Helps digestion, Lowers blood pressure",Whole leave green tea,50 grams = 36 cups,"Rs.1,599",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT02_1000x.jpg?v=1612773720
192,"Roasted Tie Guan Yin, 50G",May Help Manage Stress May Help You Loose Weight May Help Prevent Diabetes May Improve Heart Health May Improve Brain Function May Protect Against Certain Cancers Promotes Tooth and Bone Strength May Help Lower Cholesterol,Whole leaves Oolong Tea,50 gms = 66 cups,"Rs.1,539",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/OT03-3_1000x.jpg?v=1622539488
193,Secret of Darjeeling FTGFOP 2nd Flush Black loose leaf Tea Tin. 100G,"Ideal for detox and weight loss, Packed with anti-oxidants, Improves liver health, Good for heart stress relief, Cholesterol control.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.1,449",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT24_C_-2_29b1eafa-541b-4dc7-8391-5b5caca728e0_1000x.jpg?v=1623664742
194,"Chinese Gong Fu Red - Argent loose leaf Tea Jar , 200G","Good for cardiovascular health, Cholesterol control, Lowers blood pressure, Relieves hypertension.",Whole leaves Black Tea,200 gms | 200 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT22_1000x.jpg?v=1581405759
195,"Chinese Organic Rose Flower Tea Packet, 40pcs","Promotes metabolism, Improves skin, High in anti-oxidants, Recommended for women.",Whole Flowers,40 pcs | 120 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/FT23_5eaef080-4525-4bb5-bf5c-31e0c00176ae_1000x.jpg?v=1581147590
196,"Summer romance Loose Leaf Tea Blend Tin, 100G","Aids weight loss, Packed with anti-oxidants, Improves brain function, Dental health, cures sore throat, Elieves menstrual pain, Gives skin glow.","Chaoqing Green Tea, White Chrysanthemum flowers",100 gms | 100 cups,"Rs.1,049",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD02_1000x.jpg?v=1581404001
197,Sourced With Care,,,Tea Care Packages,"Rs.2,248",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/24_93751ece-e50c-461f-9b3a-63bf76013079_1000x.jpg?v=1581677844
198,"Three Mini Most Popular Chinese Oolong Teas, 3x25g",,,,"Rs.1,597",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/OT01_02_16_1000x.jpg?v=1580903554
199,Ayurveda Detox Tea Blend + Hustle Hard Tin,"Promotes detoxification, Aids digestion, Improves immunity, Treats skin, Respiratory disorders, Lowers blood pressure, Cures menstrual disorders. Don't throw away your tea after steeping it! One of the gretest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.",,15 gms | 1 Mini Tin,Rs.459,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Hustle_Hard-1_1000x.jpg?v=1575097041
200,Hakuna Matata Tea Blend,"Relieves stress, Prevents cancer, Aids dental health, Weight loss, Good for bones, Good for eyes, Replenishes fever, Revents respiratory disorders, Is a natural stress buster.","Organic Darjeeling Black Tea, Yellow Chrysanthemum petals","Tea Pouch, 50 gms = 50 cups",Rs.600,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD15_1000x.png?v=1573886994
201,Evening with Chamomile & Green Rooibos Tea Blend,"Aids weight loss, Reduces hypertension, Premature aging, Improves cardio-vascular health, Fights depression, Anxiety, Improves memory, Good for eyes, Aids digestion.","Organic Green Rooibos, German Chamomile, Rosemary, Yellow Chrysanthemum petals, Fennel",150 gms | 150 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD41_2_1000x.jpg?v=1641974733
202,Relaxing Lavender Rooibos Tea Blend,"Packed with anti-oxidants, Anti-aging properties, Good for hypertension, Hair and eyes, Relaxant, Prevents insomnia, Digestive issues, Detoxifies body.","Organic Rooibos, French Lavender buds, Yellow Chrysanthemum petals",200 gms | 200 cups,"Rs.1,249",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD25_2_1000x.jpg?v=1630315971
203,"Chinese Fujian White Chocolate Shape Tea Brick , 100G","Refreshes the body, Cleanses heat toxins, Aids digestion, Promotes weight loss, Carries anti-cancer properties, Good for skin detox, Rich in anti-oxidants.",Whole leaves Designer Tea,100 gms | 90 cups,"Rs.3,800",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT-10_1000x.jpg?v=1563448883
204,"Designer Rose Flower tea Cake, 100 gms","Promotes metabolism, Improves skin, High in anti-oxidants, Recommended for women.",Whole leaves Designer Tea,100 gms | 100 cups,"Rs.1,500",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT-06_1000x.jpg?v=1563011809
205,"Un bouquet de Jasmine, 100G","Promotes weight loss, Good for heart, Packed with anti-oxidants, Anti-aging properties, Boosts cardio vascular health, Enhances mood","Organic Designer Peridot Tea, natural Jasmine flavour",100 gms | 132 cups,"Rs.2,949",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT03_962a173a-ef05-4995-8148-56d8be0174c9_1000x.jpg?v=1581329526
206,San Hua Jasmine Tea,"Lowers cholesterol, Mood enhancer, Good for skin, Relieves stress, Boosts immunity has calming effect.",Whole leaves Jasmine Tea,100 gms | 100 cups,"Rs.1,399",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC09876_1000x.jpg?v=1633932666
207,Chinese Fujian White Moon Cake Tea (75gms),"Packed with anti-oxidants, Anti-aging properties, Good for skin and weight loss, Anti-bacterial.",Whole leaves White Tea,75 gms | 56 cups,"Rs.1,649",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT05_1000x.jpg?v=1609408128
208,"Organic Tamaryokucha, 75g","High in anti-oxidants, Good for heart, Blood pressure, Weight loss, Anti-aging, Prevents cancer.",Whole leave green tea,75 gms | 75 cups,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT68_703167c2-2eb7-4941-a95a-dcecb088d5ae_1000x.jpg?v=1612439103
209,"Anji White, 25g","Purifies blood, Relieves stress, Has a calming effect on mind and body, Promotes anti-aging, Packed with anti-oxidants, Good for heart, Boosts immunity.",Whole leave green tea,25 gms | 25 cups,"Rs.1,999",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/3_14fe44b1-f94f-4cec-b8d9-ba31b977e946_1000x.jpg?v=1615297768
210,"Organic Jingzhi Bud, 50g","Rich in anti-oxidants,  Relieves depression,  Promotes anti-aging,  Relaxant, Aids weight loss.",Whole leave green tea,50 gms= 66 cups,"Rs.2,599",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/2_48d2f6eb-68b7-4c16-8e26-836f7c07f8dc_1000x.jpg?v=1615297705
211,"Maofeng, 150g","Aids weight loss,,Anti-aging, High in anti-oxidants, Promotes dental care, Strengthens immune system.",Whole leave green tea,150 gms= 150 cups,"Rs.1,799",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/GT16_818300ff-cfbd-42e3-a2fd-4221314343b1_1000x.jpg?v=1612425682
212,"Jasmine Amaranth affair Blooming Tea, 10pcs","Why not add a generous cup-full of upbeat vibe to the day with this fine green, blooming tea with leaves intricately wrapped around 4 Jasmine and 1 Globe Amaranth flowers. The pure enchanting fragrances of Jasmine are first noticed, refreshing your senses as Gomphrena Globosa, commonly known as Globe Amaranth, holds your attention with its signature spring essence!Our Jasmine and Globe Amaranth blooms are delicately hand woven with care, and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.Taste NotesMild yet refreshing floral and fruity flavours.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of wa10 Pcs = 30 Cups of teaWe recommend returning to any used tea leaves within the day.Good for digestion, Packed with anti-oxidants, Lowers cholesterol level, Relieves stress, Promotes relaxation.",4 jasmines + 1 Gomphrena globosa,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_16_1000x.jpg?v=1615446752
213,"Circle of Life Blooming Tea, 10pcs","A treasured flower since ancient times, Jasmine is a timeless herb that witnesses abundant modern usage in scents and perfumes. But it is also known to consist of several oils and essences that aid gastrointestinal ailments, while de-stressing and controlling anxiety. Tender green tea leaves and 7 Jasmine flowers are closely knit in this blooming tea to make you feel more positive and energetic everyday. Our Jasmine flowers are delicately hand woven with care, and masterfully tied together with tender green tea leaves to create a blooming tea that delights all your senses. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower. Taste NotesHeady, exotic aromas tingle with a mellow, floral flavour profile.Multiple InfusionsDon't throw away your tea after steeping it! One of the greatest advantage of drinking whole leaf tea is that each serving of leaves can be re-steeped many times.This tea can be re-steeped 3 times. We recommend using 1 Piece of this whole leaf tea for 150ml of water10 Pcs = 30 Cups of teaWe recommend returning to any used tea leaves within the day.Aids weight loss, Packed with anti-oxidants, Promotes relaxation, Good for heart, Relieves stress.",7 jasmines in a circle,10 pcs | 30 cups,"Rs.1,199",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_11_1000x.jpg?v=1615446444
214,Tibet Black Tea - 250gm,"Promotes well-being of gastro-intestinal tract, Reduces fat and bad cholesterol, Promotes weight loss, Reduces hypertension, Rejuvenates skin.",Whole leaves Black Tea,1 pcs | 417 Cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT05_43a6e981-9ce3-40b2-9bcb-0aad10fac4b8_1000x.png?v=1573889358
215,"Chinese Osmanthus Black Tea Tablet Tin, 40 pcs","Rich in anti-oxidants, Cleanses the body of toxins, Good for heart, Eliminates bad breathe, Cures cough, Contains anti-aging properties.",Whole leaves Black Tea,40 pcs | 160 cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT28_1000x.jpg?v=1581416967
216,"Chinese Lemon Black Tea Tablet Tin, 40 pcs","Moistures skin, Increases blood circulation, Aids digestion, Prevents stress, Possesses anti-oxidant properties.",Whole leaves Black Tea,40 pcs | 160 cups,"Rs.1,349",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT27_1000x.jpg?v=1581416934
217,"Crown of Darjeeling Black FTGFOP First Flush- Platine, loose leaf tea tin ,100G","Packed with anti-oxidants, Good for cholesterol, Cardiovascular health, Weight loss, Stress relief.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.1,949",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT20-1_1000x.jpg?v=1624352994
218,"Spirit of Darjeeling FTGFOP-1 First Flush- Or, Black loose leaf tea tin, 100G","Packed with anti-oxidants, Good for cholesterol, Cardiovascular health, Weight loss, Stress relief.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT19_B_-2_1000x.jpg?v=1623665212
219,"Organic Jewel of Darjeeling TGBOP-1 First Flush- Argent,Black loose leaf tea tin,150G","Packed with anti-oxidants, good for cholesterol, Cardiovascular health, Weight loss, Stress relief.",Whole leaves Black Tea,150 gms | 150 cups,"Rs.1,949",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT18_A_-1_1000x.jpg?v=1623664218
220,"Organic Pride of Darjeeling FTGFOP- 1 First Flush- Platine Loose Leaf Black Tea Tin, 100G","Packed with anti-oxidants, Good for cholesterol, Cardiovascular health, Weight loss, Stress relief.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT17_A_-2_1000x.jpg?v=1623663676
221,Chinese Purple Tea Cake- 200 gms,"Promotes weight loss control blood, Pressure and cholesterol, Relieves hypertension and aids digestion.",Whole leaves Herbal Tea,200 gms | 200 cups,"Rs.2,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/HT07_7bf86e05-fafb-450b-9bec-a820d7391a80_1000x.jpg?v=1609407822
222,"Power Squad Iced Tea Tin,30 pcs","Rich in anti-oxidants, Prevents sleep disorders,... 
                More Details","Star Anise, Cardamom and Cinnamon",30 pcs | 30 cups,"Rs.1,149",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-09-2_1000x.jpg?v=1640179303
223,Moroccan Mint Iced Tea Tin 30 pcs,"Good for immune system, Hormonal... 
                More Details",Mint & Lemongrass,30 pcs | 30 cups,"Rs.1,148",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-05-2_1000x.jpg?v=1640179269
