,title,health,ingredients,weight,price,image
266,Femme Fatale Tea Blend                             100 G,"Packed with anti-oxidants, Anti-aging properties, Good for blood pressure, Heart, Digestive system, Liver and skin, Reduces anxiety.","Moringa leaves, French Pink Rose petals, Bulgarian Red Rose petals", 100 gms = 68 cups,Rs. 900 / tin,https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD23_1000x.png?v=1573887287
267,The Musical Loose Leaf Tea Blend Pouch                 100 G,"Packed with anti-oxidants, Anti-aging properties, Prevents sleep disorders Remove toxins, Regulates blood sugar levels, Aids weight loss, Boosts immune system.","Organic White Bai Mudan leaves, Star Anise and Cinnamon",100 gms | 100 cups,"Rs.1,500 / pouch",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD_16_1000x.jpg?v=1581336356
269,The First Kiss Loose Leaf  Tea Blend Pouch      150 G,"Promotes relaxation, Prevents digestive issues, Helps cancer prevention, Dental health, Weight loss, Good for bones and heart, Anti-stress.",Organic Darjeeling Black Tea and French Lavender buds,150 gms | 150 cups,"Rs. 2,000 / pouch",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD_11_1000x.jpg?v=1581336320
271,Un Bouquet de Rose                  100 G,"Promotes weight loss, Rich in anti-oxidants & anti-aging properties, Boosts cardiovascular health, Good for skin.","Organic Designer Peridot Tea, natural Rose flavour",100 gms | 132 cups,"Rs. 4,000 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT02_cdef412e-c29a-4ab6-a14d-8c4b7ebe1c2c_1000x.jpg?v=1581329502
272,Premium Organic Black Jasmine Tea                  50 G,"Packed with anti-oxidants, Lowers cholesterol, Enhances mood, Relieves stress, Boosts immunity, Has calming effect.",Whole leaves Jasmine Tea,50 gms | 50 cups,"Rs. 2,250 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DSC09871_1000x.jpg?v=1633932887
273,Chinese Fujian Zen White Tea Cake  357 g,"Boosts weight loss, Anti-cancer, Skin beautification, Anti-inflammatory, Packed with anti-oxidants.",Whole leaves White Tea,357 gms | 476 cups,"Rs.15,000 / cake",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT-06_1000x.jpg?v=1562849186
274,Indian Organic White Bai Mudan - Argent Loose Leaf Tea Pouch            75 G,"Good for relaxation, Skin care, Anti-aging, Blood pressure, packed with anti-oxidants & immune system.",Whole leaves White Tea,75 gms | 57 cups,"Rs.1,700 / pouch",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT12_1000x.jpg?v=1618036996
290,Organic Darjeeling FTGFOP-1 (Fine Tippy Golden Flowery Orange Pekoe 1st Flush - Clonal) Black Loose Leaf Tea              100 G,"Good for heart health, Bones, Weight loss, Dental health, Packed with anti-oxidants.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.2,250 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT29-2_1000x.jpg?v=1623664965
291,Organic Pride of Darjeeling TGBOP (Fine Golden  Broken Orange Pekoe) 2nd Flush Black Loose Tea Pouch                 150 G,"Ideal for detox and weight loss, Packed with anti-oxidants, Improves liver health, Good for heart, Stress relief, Cholesterol control.",Whole leaves Black Tea,150 gms | 150 cups,"Rs.1,850 / pouch",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT25_A_-2_1000x.jpg?v=1623664826
292,Organic Soul of Darjeeling FTGFOP (Fine Tippy Golden Flowery Orange Pekoe) 2nd Flush Black Loose Leaf Tea Tin                100 G,"Ideal for detox and weight loss, Packed with anti-oxidants, Improves liver health, Good for heart, Stress relief, Cholesterol control.",Whole leaves Black Tea,100 gms | 132 cups,"Rs.1,850 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT24_B_-2_1000x.jpg?v=1623664677
294,The Prestige Iced Tea Tin                 30 pcs,"Good relaxant, Carries anti-oxidants, Anti-stress and anti-aging properties, Controls diabetes, Promotes weight loss, Prevents digestive issues, Sleep disorders, Detoxifies body.","Organic White Silverneedle, Kashmiri Saffron & Saffron Sugar",30 pcs | 30 cups,"Rs. 5,400 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-07-2_1000x.jpg?v=1640179877
295,Chateau De Versailles Tea Blend 100 G,"Relieves stress, Good for heart, Anti-aging, Lowers cholesterol, Replenishes fever, Prevents respiratory disorders, Good for eyes.",Organic Golden Needle Buds & Chrysanthemum Petals,100 gms =132 cups,"Rs.3,500 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BLD09_1000x.png?v=1573886653
298,Boss Lady Style Gift Box                                                       2 x 50 G,"Calming, Gut healthy, Healthy skin glow","50g Organic Jasmine Tea, 50 g Organic Deccan Tea, 2 Mugs",Tea Care Package    50 g x 2 Teas,"Rs. 4,000 / pk",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/247_1000x.jpg?v=1645779511
299,"Stay True, Stay You! Gift Box                2 x 50 G",,"50g  Relaxing Lavender Rooibos Tea Blend, 50g Green Rooibos Tea Blend, 2 Bone China Mugs",Tea Care Package    50 g x 2 Teas,"Rs. 3,900 / pk",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/1_5eac736c-85b9-49f0-8a5d-36b7054a2b3e_1000x.jpg?v=1645781109
301,Thinking Of You          1 x 50 G,,"50 gm Chinese Huo Shan Huang Ya - Argent Yellow Loose Leaf Tea, 1 candle, 320 ml Mug ",Gift Box                     50 g x 1 Tea,"Rs.3,800 / box",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/Box6_1_1000x.jpg?v=1611770470
302,Soothe The Soul         2 x  25 G,,"25g Simao Green Tea, 25g Cloudy Fragrance Green Tea, 1 spiritual Candle, 1 Stacked Tea Set",Tea Care Packages 25 g x 2 Teas,"Rs. 8,000 / pk",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/19_0390cdd3-ae83-413a-98ec-8d373e399054_1000x.jpg?v=1581680537
308,"Chinese Shui Yun You, Award Wining Ripe Pu'er Tea Cake- (Guangzhou International Tea Expo-2008, grown in Menghai, China)     EXCLUSIVE-1 Pc. ONLY
 357 G","Prevents cancer, Nourishes the stomach, Controls blood pressure and cholesterol, Facilitates slimming.",Whole leaves Pu'er Tea,357 gms | 952 Cups,"Rs. 10,000 / cake",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT22_1000x.jpg?v=1609408080
309,"Chinese Shui Yun You, Award winning Raw Pu'er Tea Cake- (Guangzhou International Tea Expo-2008, grown in Menghai, China)     EXCLUSIVE-1 PC. ONLY
357 G","Refreshes the body, Cleanses heat toxins, Summer cooler, Aids digestion, Promotes weight loss.",Whole leaves Pu'er Tea,357 gms | 952 Cups,"Rs. 10,000 / cake",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT21_1000x.jpg?v=1609408027
310,Chinese Mengku Raw  Cake EXCLUSIVE-1 PC. ONLY                        250 G,"Contains anti-cancer properties, prevents stress and aids digestion, Lowers cholesterol, purifies blood.",Whole leaves Pu'er Tea,250 gms | 500 Cups,"Rs. 10,600 / cake",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT-02_1000x.jpg?v=1562843972
311,Chinese Bing Dao Raw  Cake- Platine   EXCLUSIVE-1 PC. ONLY                         200 G,"Lowers cholesterol, Blood purifier, Aids digestion and sleep, Carries anti-aging and anti-stress properties.",Whole leaves Pu'er Tea,200 gms | 500 Cups,"Rs.16,500 / cake",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT01_1000x.jpg?v=1609407920
312,Chinese Chrysanthemum Raw Tablet                          40 Pcs,"Relieves stress, Recommended for elderly, Helps regulate blood sugar level and cholesterol, Helps maintain a healthy stomach, Improves eyesight.",Whole leaves Pu'er Tea,40 pcs | 160 cups,"Rs.1,800 / Pk",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/PT17_1000x.jpg?v=1581415838
313,Sweet Anise                  100 G,1. Packed with antioxidants 2. Good for joints 3. Good for eyes 4. Relieves stress 5. Prevents respiratory disorders 6. Relaxant,"Yellow Chrysanthemum petals, Star Anise", 100 gms = 76 Cups,"Rs.1,600 / pouch",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/SweetAnise_1000x.jpg?v=1609228848
316,Exclusive Chinese Raw Mushroom Lincang Pu'er Tea            250 G,"Boosts weight loss, Anti-aging, Cardiovascular health, Digestion.",Whole leaves Designer Tea,250 gms | 500 cups,"Rs. 8,500 / pc",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT-09_1000x.jpg?v=1563011721
317,EXCLUSIVE!Designer Rose Flower Tea Cake     5 Kgs,"Aids metabolism and digestion, Promotes weight loss, Rich in anti-oxidants, Great for womens health.",Whole leaves Designer Tea,5 Kilo | 5000 cups,"Rs. 65,000",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT-05_1000x.jpg?v=1563011855
318,limited  edition Darjeeling Moon Drop Designer Loose Tea Leaf Pouch     75 G,"Good for skin, Detox, Anti-aging, Immune system, Digestion.",Whole leaves Designer Tea,75 gms | 124 cups,"Rs. 2,800 / pouch",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT04_75f1fc81-ab5e-48df-9905-efa8d8878ca5_1000x.jpg?v=1581416210
319,Indian Organic Moonlight Designer - Platine Loose Leaf Tea Pouch          100 G,"High in anti-oxidants, Fights stomach problems, common cold symptoms, promotes body fat loss, Rejuvenates mind and body.",Whole leaves Designer Tea,100 gms | 166 cups,"Rs. 4,100 / pouch",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/DT01_4c730449-dd7a-4130-989b-8719e3db5b94_1000x.jpg?v=1581147918
320,Chinese White Silver Needle Tea Cake                  200 G,"Packed with anti-oxidants, Boosts immunity, Weight loss, Relaxation, Aids digestion.",Whole leaves White Tea,200 gms | 200 cups,"Rs. 12,500 / cake",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WT-07_1000x.jpg?v=1562849188
331,Jive of Jasmine & Marigold Blooming Tea                     ,"A floral enchantment of tender green tea leaves delicately wrapped with blooms of 1 Marigold and 5 Jasmine flowers masterfully tied together to create a blooming tea that delights all your senses.                Good for digestion, Good for Skin, Immunity, Relaxation, Relieves stress, Good for heart.",1 marigold + 5 Jasmines tied to Tender Green Leaves,10 pcs | 30 cups,"Rs.1,600 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_09_1000x.jpg?v=1615446322
332,Lily & Osmanthus Blooming Tea       10 pcs,"Fine green tea leaves are delicately wrapped with fragrant blossoms of 1 Lily and Osmanthus flower petals to create a blooming tea. When the tea bloom is dropped in freshly boiled water, it “blooms” magically in your teapot or glass like a flower.                    Packed with anti-oxidants, Relieves stress, Detoxifies body, Aids weight loss, Good for skin and eyes.",1 lily + osmanthus petals + green tea leaves,10 pcs | 30 cups,"Rs.1,600 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/TBL_04_1000x.jpg?v=1615445937
334,"Organic Darjeeling FTGFOP 1 (Fine Tippy Golden Flowery Orange Pekoe , Grade 1)(Clonal) 2nd Flush Loose Leaf Black Tea Tin                       100 G","Good for heart health, Bones, Weight loss, Dental health, Packed with anti-oxidants.",Whole leaves Black Tea,100 gms | 132 cups,"Rs. 2,100 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT30-2_1000x.jpg?v=1623665066
336,Organic Soul of Darjeeling FTGFOP-1 (Fine Tippy Golden Flowery Orange Pekoe) First Flush- Platine Loose Leaf Black Tea Tin         100 G,"Packed with anti-oxidants, Good for cholesterol, Cardiovascular health, Weight loss, Stress relief.",Whole leaves Black Tea,100 gms | 132 cups,"Rs. 2,800 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/BT17_B_-1_1000x.jpg?v=1623664030
338,Full of Surprises Iced Tea Tin         30 pcs,"Reduces hypertension, Premature... 
               ",Organic Green Rooibos & Mint,30 pcs | 30 cups,"Rs. 2,600 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-08-2_1000x.jpg?v=1640179195
339,Natural Spring Tea Tin                        30 pcs,"Packed with anti-oxidants, Removes toxins, Promotes relaxation, Prevents digestive issues, Detoxifies the body.","Organic White Bai Mudan Leaves, French Lavender Buds, French Lavender Leaves",30 pcs | 30 cups,"Rs. 2,300 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/IC-01-2_1000x.jpg?v=1640179286
340,White Silver Needle Harmony                     50 G,1. Promotes relaxation 2. High in antioxidants 3. Controls diabetes 4. Promotes weight loss 5. Good for eyes 6. Replenishes fever 7. Prevents respiratory disorders 8. Natural stress buster,"Organic White Silverneedle buds, Yellow Chrysanthemum petals", 50 gms = 50 cups,"Rs.1,450 / tin",https://cdn.shopify.com/s/files/1/0072/1872/4952/products/WhiteSilverneedle_1000x.jpg?v=1597920326
